CityCode,City,TenureCode,Tenure,CompositionCode,Composition,Observation
E09000025,Newham,1,Owned: Owns with a mortgage or loan or shared ownership,13,Other household types: With dependent children,2376
E09000025,Newham,1,Owned: Owns with a mortgage or loan or shared ownership,14,"Other household types: Other, including all full-time students and all aged 66 years and over",1945
E09000025,Newham,2,Rented: Social rented,-8,Does not apply,0
E09000025,Newham,2,Rented: Social rented,1,One-person household: Aged 66 years and over,3036
E09000025,Newham,2,Rented: Social rented,2,One-person household: Other,6723
E09000025,Newham,2,Rented: Social rented,3,Single family household: All aged 66 years and over,543
E09000025,Newham,2,Rented: Social rented,4,Single family household: Married or civil partnership couple: No children,1044
E09000025,Newham,2,Rented: Social rented,5,Single family household: Married or civil partnership couple: Dependent children,4989
E09000025,Newham,2,Rented: Social rented,6,Single family household: Married or civil partnership couple: All children non-dependent,1458
E09000025,Newham,2,Rented: Social rented,7,Single family household: Cohabiting couple family: No children,636
E09000025,Newham,2,Rented: Social rented,8,Single family household: Cohabiting couple family: With dependent children,990
E09000025,Newham,2,Rented: Social rented,9,Single family household: Cohabiting couple family: All children non-dependent,283
E09000025,Newham,2,Rented: Social rented,10,Single family household: Lone parent family: With dependent children,5265
E09000025,Newham,2,Rented: Social rented,11,Single family household: Lone parent family: All children non-dependent,3687
E09000025,Newham,2,Rented: Social rented,12,Other household types: Other related household: Other family composition,572
E09000025,Newham,2,Rented: Social rented,13,Other household types: With dependent children,2092
E09000025,Newham,2,Rented: Social rented,14,"Other household types: Other, including all full-time students and all aged 66 years and over",1072
E09000025,Newham,3,Private rented or lives rent free,-8,Does not apply,0
E09000025,Newham,3,Private rented or lives rent free,1,One-person household: Aged 66 years and over,721
E09000025,Newham,3,Private rented or lives rent free,2,One-person household: Other,6949
E09000025,Newham,3,Private rented or lives rent free,3,Single family household: All aged 66 years and over,125
E09000025,Newham,3,Private rented or lives rent free,4,Single family household: Married or civil partnership couple: No children,2845
E09000025,Newham,3,Private rented or lives rent free,5,Single family household: Married or civil partnership couple: Dependent children,9070
E09000025,Newham,3,Private rented or lives rent free,6,Single family household: Married or civil partnership couple: All children non-dependent,945
E09000025,Newham,3,Private rented or lives rent free,7,Single family household: Cohabiting couple family: No children,3723
E09000025,Newham,3,Private rented or lives rent free,8,Single family household: Cohabiting couple family: With dependent children,1267
E09000025,Newham,3,Private rented or lives rent free,9,Single family household: Cohabiting couple family: All children non-dependent,117
E09000025,Newham,3,Private rented or lives rent free,10,Single family household: Lone parent family: With dependent children,3612
E09000025,Newham,3,Private rented or lives rent free,11,Single family household: Lone parent family: All children non-dependent,1122
E09000025,Newham,3,Private rented or lives rent free,12,Other household types: Other related household: Other family composition,1662
E09000025,Newham,3,Private rented or lives rent free,13,Other household types: With dependent children,4959
E09000025,Newham,3,Private rented or lives rent free,14,"Other household types: Other, including all full-time students and all aged 66 years and over",7684
E09000026,Redbridge,-8,Does not apply,-8,Does not apply,0
E09000026,Redbridge,-8,Does not apply,1,One-person household: Aged 66 years and over,0
E09000026,Redbridge,-8,Does not apply,2,One-person household: Other,0
E09000026,Redbridge,-8,Does not apply,3,Single family household: All aged 66 years and over,0
E09000026,Redbridge,-8,Does not apply,4,Single family household: Married or civil partnership couple: No children,0
E09000026,Redbridge,-8,Does not apply,5,Single family household: Married or civil partnership couple: Dependent children,0
E09000026,Redbridge,-8,Does not apply,6,Single family household: Married or civil partnership couple: All children non-dependent,0
E09000026,Redbridge,-8,Does not apply,7,Single family household: Cohabiting couple family: No children,0
E09000026,Redbridge,-8,Does not apply,8,Single family household: Cohabiting couple family: With dependent children,0
E09000026,Redbridge,-8,Does not apply,9,Single family household: Cohabiting couple family: All children non-dependent,0
E09000026,Redbridge,-8,Does not apply,10,Single family household: Lone parent family: With dependent children,0
E09000026,Redbridge,-8,Does not apply,11,Single family household: Lone parent family: All children non-dependent,0
E09000026,Redbridge,-8,Does not apply,12,Other household types: Other related household: Other family composition,0
E09000026,Redbridge,-8,Does not apply,13,Other household types: With dependent children,0
E09000026,Redbridge,-8,Does not apply,14,"Other household types: Other, including all full-time students and all aged 66 years and over",0
E09000026,Redbridge,0,Owned: Owns outright,-8,Does not apply,0
E09000026,Redbridge,0,Owned: Owns outright,1,One-person household: Aged 66 years and over,6554
E09000026,Redbridge,0,Owned: Owns outright,2,One-person household: Other,2570
E09000026,Redbridge,0,Owned: Owns outright,3,Single family household: All aged 66 years and over,4546
E09000026,Redbridge,0,Owned: Owns outright,4,Single family household: Married or civil partnership couple: No children,2423
E09000026,Redbridge,0,Owned: Owns outright,5,Single family household: Married or civil partnership couple: Dependent children,1960
E09000026,Redbridge,0,Owned: Owns outright,6,Single family household: Married or civil partnership couple: All children non-dependent,3884
E09000026,Redbridge,0,Owned: Owns outright,7,Single family household: Cohabiting couple family: No children,435
E09000026,Redbridge,0,Owned: Owns outright,8,Single family household: Cohabiting couple family: With dependent children,144
E09000026,Redbridge,0,Owned: Owns outright,9,Single family household: Cohabiting couple family: All children non-dependent,168
E09000026,Redbridge,0,Owned: Owns outright,10,Single family household: Lone parent family: With dependent children,345
E09000026,Redbridge,0,Owned: Owns outright,11,Single family household: Lone parent family: All children non-dependent,1934
E09000026,Redbridge,0,Owned: Owns outright,12,Other household types: Other related household: Other family composition,205
E09000026,Redbridge,0,Owned: Owns outright,13,Other household types: With dependent children,1404
E09000026,Redbridge,0,Owned: Owns outright,14,"Other household types: Other, including all full-time students and all aged 66 years and over",1384
E09000026,Redbridge,1,Owned: Owns with a mortgage or loan or shared ownership,-8,Does not apply,0
E09000026,Redbridge,1,Owned: Owns with a mortgage or loan or shared ownership,1,One-person household: Aged 66 years and over,484
E09000026,Redbridge,1,Owned: Owns with a mortgage or loan or shared ownership,2,One-person household: Other,3964
E09000026,Redbridge,1,Owned: Owns with a mortgage or loan or shared ownership,3,Single family household: All aged 66 years and over,297
E09000026,Redbridge,1,Owned: Owns with a mortgage or loan or shared ownership,4,Single family household: Married or civil partnership couple: No children,2481
E09000026,Redbridge,1,Owned: Owns with a mortgage or loan or shared ownership,5,Single family household: Married or civil partnership couple: Dependent children,11532
E09000026,Redbridge,1,Owned: Owns with a mortgage or loan or shared ownership,6,Single family household: Married or civil partnership couple: All children non-dependent,3354
E09000026,Redbridge,1,Owned: Owns with a mortgage or loan or shared ownership,7,Single family household: Cohabiting couple family: No children,1172
E09000026,Redbridge,1,Owned: Owns with a mortgage or loan or shared ownership,8,Single family household: Cohabiting couple family: With dependent children,1036
E09000026,Redbridge,1,Owned: Owns with a mortgage or loan or shared ownership,9,Single family household: Cohabiting couple family: All children non-dependent,202
E09000026,Redbridge,1,Owned: Owns with a mortgage or loan or shared ownership,10,Single family household: Lone parent family: With dependent children,1210
E09000026,Redbridge,1,Owned: Owns with a mortgage or loan or shared ownership,11,Single family household: Lone parent family: All children non-dependent,1268
E09000026,Redbridge,1,Owned: Owns with a mortgage or loan or shared ownership,12,Other household types: Other related household: Other family composition,284
E09000026,Redbridge,1,Owned: Owns with a mortgage or loan or shared ownership,13,Other household types: With dependent children,3265
E09000026,Redbridge,1,Owned: Owns with a mortgage or loan or shared ownership,14,"Other household types: Other, including all full-time students and all aged 66 years and over",1700
E09000026,Redbridge,2,Rented: Social rented,-8,Does not apply,0
E09000026,Redbridge,2,Rented: Social rented,1,One-person household: Aged 66 years and over,1605
E09000026,Redbridge,2,Rented: Social rented,2,One-person household: Other,2601
E09000026,Redbridge,2,Rented: Social rented,3,Single family household: All aged 66 years and over,239
E09000026,Redbridge,2,Rented: Social rented,4,Single family household: Married or civil partnership couple: No children,348
E09000026,Redbridge,2,Rented: Social rented,5,Single family household: Married or civil partnership couple: Dependent children,1443
E09000026,Redbridge,2,Rented: Social rented,6,Single family household: Married or civil partnership couple: All children non-dependent,492
E09000026,Redbridge,2,Rented: Social rented,7,Single family household: Cohabiting couple family: No children,168
E09000026,Redbridge,2,Rented: Social rented,8,Single family household: Cohabiting couple family: With dependent children,280
E09000026,Redbridge,2,Rented: Social rented,9,Single family household: Cohabiting couple family: All children non-dependent,87
E09000026,Redbridge,2,Rented: Social rented,10,Single family household: Lone parent family: With dependent children,2365
E09000026,Redbridge,2,Rented: Social rented,11,Single family household: Lone parent family: All children non-dependent,1189
E09000026,Redbridge,2,Rented: Social rented,12,Other household types: Other related household: Other family composition,103
E09000026,Redbridge,2,Rented: Social rented,13,Other household types: With dependent children,517
E09000026,Redbridge,2,Rented: Social rented,14,"Other household types: Other, including all full-time students and all aged 66 years and over",270
E09000026,Redbridge,3,Private rented or lives rent free,-8,Does not apply,0
E09000026,Redbridge,3,Private rented or lives rent free,1,One-person household: Aged 66 years and over,1027
E09000026,Redbridge,3,Private rented or lives rent free,2,One-person household: Other,5082
E09000026,Redbridge,3,Private rented or lives rent free,3,Single family household: All aged 66 years and over,224
E09000026,Redbridge,3,Private rented or lives rent free,4,Single family household: Married or civil partnership couple: No children,2027
E09000026,Redbridge,3,Private rented or lives rent free,5,Single family household: Married or civil partnership couple: Dependent children,8766
E09000026,Redbridge,3,Private rented or lives rent free,6,Single family household: Married or civil partnership couple: All children non-dependent,827
E09000026,Redbridge,3,Private rented or lives rent free,7,Single family household: Cohabiting couple family: No children,1566
E09000026,Redbridge,3,Private rented or lives rent free,8,Single family household: Cohabiting couple family: With dependent children,1097
E09000026,Redbridge,3,Private rented or lives rent free,9,Single family household: Cohabiting couple family: All children non-dependent,92
E09000026,Redbridge,3,Private rented or lives rent free,10,Single family household: Lone parent family: With dependent children,3236
E09000026,Redbridge,3,Private rented or lives rent free,11,Single family household: Lone parent family: All children non-dependent,941
E09000026,Redbridge,3,Private rented or lives rent free,12,Other household types: Other related household: Other family composition,717
E09000026,Redbridge,3,Private rented or lives rent free,13,Other household types: With dependent children,3479
E09000026,Redbridge,3,Private rented or lives rent free,14,"Other household types: Other, including all full-time students and all aged 66 years and over",2724
E09000027,Richmond upon Thames,-8,Does not apply,-8,Does not apply,0
E09000027,Richmond upon Thames,-8,Does not apply,1,One-person household: Aged 66 years and over,0
E09000027,Richmond upon Thames,-8,Does not apply,2,One-person household: Other,0
E09000027,Richmond upon Thames,-8,Does not apply,3,Single family household: All aged 66 years and over,0
E09000027,Richmond upon Thames,-8,Does not apply,4,Single family household: Married or civil partnership couple: No children,0
E09000027,Richmond upon Thames,-8,Does not apply,5,Single family household: Married or civil partnership couple: Dependent children,0
E09000027,Richmond upon Thames,-8,Does not apply,6,Single family household: Married or civil partnership couple: All children non-dependent,0
E09000027,Richmond upon Thames,-8,Does not apply,7,Single family household: Cohabiting couple family: No children,0
E09000027,Richmond upon Thames,-8,Does not apply,8,Single family household: Cohabiting couple family: With dependent children,0
E09000027,Richmond upon Thames,-8,Does not apply,9,Single family household: Cohabiting couple family: All children non-dependent,0
E09000027,Richmond upon Thames,-8,Does not apply,10,Single family household: Lone parent family: With dependent children,0
E09000027,Richmond upon Thames,-8,Does not apply,11,Single family household: Lone parent family: All children non-dependent,0
E09000027,Richmond upon Thames,-8,Does not apply,12,Other household types: Other related household: Other family composition,0
E09000027,Richmond upon Thames,-8,Does not apply,13,Other household types: With dependent children,0
E09000027,Richmond upon Thames,-8,Does not apply,14,"Other household types: Other, including all full-time students and all aged 66 years and over",0
E09000027,Richmond upon Thames,0,Owned: Owns outright,-8,Does not apply,0
E09000027,Richmond upon Thames,0,Owned: Owns outright,1,One-person household: Aged 66 years and over,6655
E09000027,Richmond upon Thames,0,Owned: Owns outright,2,One-person household: Other,2792
E09000027,Richmond upon Thames,0,Owned: Owns outright,3,Single family household: All aged 66 years and over,4771
E09000027,Richmond upon Thames,0,Owned: Owns outright,4,Single family household: Married or civil partnership couple: No children,2746
E09000027,Richmond upon Thames,0,Owned: Owns outright,5,Single family household: Married or civil partnership couple: Dependent children,1914
E09000027,Richmond upon Thames,0,Owned: Owns outright,6,Single family household: Married or civil partnership couple: All children non-dependent,2029
E09000027,Richmond upon Thames,0,Owned: Owns outright,7,Single family household: Cohabiting couple family: No children,601
E09000027,Richmond upon Thames,0,Owned: Owns outright,8,Single family household: Cohabiting couple family: With dependent children,194
E09000027,Richmond upon Thames,0,Owned: Owns outright,9,Single family household: Cohabiting couple family: All children non-dependent,94
E09000027,Richmond upon Thames,0,Owned: Owns outright,10,Single family household: Lone parent family: With dependent children,398
E09000027,Richmond upon Thames,0,Owned: Owns outright,11,Single family household: Lone parent family: All children non-dependent,1044
E09000027,Richmond upon Thames,0,Owned: Owns outright,12,Other household types: Other related household: Other family composition,104
E09000027,Richmond upon Thames,0,Owned: Owns outright,13,Other household types: With dependent children,359
E09000027,Richmond upon Thames,0,Owned: Owns outright,14,"Other household types: Other, including all full-time students and all aged 66 years and over",834
E09000027,Richmond upon Thames,1,Owned: Owns with a mortgage or loan or shared ownership,-8,Does not apply,0
E09000027,Richmond upon Thames,1,Owned: Owns with a mortgage or loan or shared ownership,1,One-person household: Aged 66 years and over,635
E09000027,Richmond upon Thames,1,Owned: Owns with a mortgage or loan or shared ownership,2,One-person household: Other,3919
E09000027,Richmond upon Thames,1,Owned: Owns with a mortgage or loan or shared ownership,3,Single family household: All aged 66 years and over,459
E09000027,Richmond upon Thames,1,Owned: Owns with a mortgage or loan or shared ownership,4,Single family household: Married or civil partnership couple: No children,2982
E09000027,Richmond upon Thames,1,Owned: Owns with a mortgage or loan or shared ownership,5,Single family household: Married or civil partnership couple: Dependent children,10751
E09000027,Richmond upon Thames,1,Owned: Owns with a mortgage or loan or shared ownership,6,Single family household: Married or civil partnership couple: All children non-dependent,1438
E09000027,Richmond upon Thames,1,Owned: Owns with a mortgage or loan or shared ownership,7,Single family household: Cohabiting couple family: No children,1863
E09000027,Richmond upon Thames,1,Owned: Owns with a mortgage or loan or shared ownership,8,Single family household: Cohabiting couple family: With dependent children,1225
E09000027,Richmond upon Thames,1,Owned: Owns with a mortgage or loan or shared ownership,9,Single family household: Cohabiting couple family: All children non-dependent,108
E09000027,Richmond upon Thames,1,Owned: Owns with a mortgage or loan or shared ownership,10,Single family household: Lone parent family: With dependent children,1043
E09000027,Richmond upon Thames,1,Owned: Owns with a mortgage or loan or shared ownership,11,Single family household: Lone parent family: All children non-dependent,513
E09000027,Richmond upon Thames,1,Owned: Owns with a mortgage or loan or shared ownership,12,Other household types: Other related household: Other family composition,114
E09000027,Richmond upon Thames,1,Owned: Owns with a mortgage or loan or shared ownership,13,Other household types: With dependent children,653
E09000027,Richmond upon Thames,1,Owned: Owns with a mortgage or loan or shared ownership,14,"Other household types: Other, including all full-time students and all aged 66 years and over",682
E09000027,Richmond upon Thames,2,Rented: Social rented,-8,Does not apply,0
E09000027,Richmond upon Thames,2,Rented: Social rented,1,One-person household: Aged 66 years and over,1821
E09000027,Richmond upon Thames,2,Rented: Social rented,2,One-person household: Other,2450
E09000027,Richmond upon Thames,2,Rented: Social rented,3,Single family household: All aged 66 years and over,292
E09000027,Richmond upon Thames,2,Rented: Social rented,4,Single family household: Married or civil partnership couple: No children,403
E09000027,Richmond upon Thames,2,Rented: Social rented,5,Single family household: Married or civil partnership couple: Dependent children,734
E09000027,Richmond upon Thames,2,Rented: Social rented,6,Single family household: Married or civil partnership couple: All children non-dependent,414
E09000027,Richmond upon Thames,2,Rented: Social rented,7,Single family household: Cohabiting couple family: No children,217
E09000027,Richmond upon Thames,2,Rented: Social rented,8,Single family household: Cohabiting couple family: With dependent children,302
E09000027,Richmond upon Thames,2,Rented: Social rented,9,Single family household: Cohabiting couple family: All children non-dependent,126
E09000027,Richmond upon Thames,2,Rented: Social rented,10,Single family household: Lone parent family: With dependent children,1414
E09000027,Richmond upon Thames,2,Rented: Social rented,11,Single family household: Lone parent family: All children non-dependent,883
E09000027,Richmond upon Thames,2,Rented: Social rented,12,Other household types: Other related household: Other family composition,84
E09000027,Richmond upon Thames,2,Rented: Social rented,13,Other household types: With dependent children,295
E09000027,Richmond upon Thames,2,Rented: Social rented,14,"Other household types: Other, including all full-time students and all aged 66 years and over",311
E09000027,Richmond upon Thames,3,Private rented or lives rent free,-8,Does not apply,0
E09000027,Richmond upon Thames,3,Private rented or lives rent free,1,One-person household: Aged 66 years and over,928
E09000027,Richmond upon Thames,3,Private rented or lives rent free,2,One-person household: Other,4669
E09000027,Richmond upon Thames,3,Private rented or lives rent free,3,Single family household: All aged 66 years and over,222
E09000027,Richmond upon Thames,3,Private rented or lives rent free,4,Single family household: Married or civil partnership couple: No children,1871
E09000027,Richmond upon Thames,3,Private rented or lives rent free,5,Single family household: Married or civil partnership couple: Dependent children,4137
E09000027,Richmond upon Thames,3,Private rented or lives rent free,6,Single family household: Married or civil partnership couple: All children non-dependent,309
E09000027,Richmond upon Thames,3,Private rented or lives rent free,7,Single family household: Cohabiting couple family: No children,2916
E09000027,Richmond upon Thames,3,Private rented or lives rent free,8,Single family household: Cohabiting couple family: With dependent children,850
E09000027,Richmond upon Thames,3,Private rented or lives rent free,9,Single family household: Cohabiting couple family: All children non-dependent,41
E09000027,Richmond upon Thames,3,Private rented or lives rent free,10,Single family household: Lone parent family: With dependent children,1369
E09000027,Richmond upon Thames,3,Private rented or lives rent free,11,Single family household: Lone parent family: All children non-dependent,414
E09000027,Richmond upon Thames,3,Private rented or lives rent free,12,Other household types: Other related household: Other family composition,272
E09000027,Richmond upon Thames,3,Private rented or lives rent free,13,Other household types: With dependent children,577
E09000027,Richmond upon Thames,3,Private rented or lives rent free,14,"Other household types: Other, including all full-time students and all aged 66 years and over",1457
E09000028,Southwark,-8,Does not apply,-8,Does not apply,0
E09000028,Southwark,-8,Does not apply,1,One-person household: Aged 66 years and over,0
E09000028,Southwark,-8,Does not apply,2,One-person household: Other,0
E09000028,Southwark,-8,Does not apply,3,Single family household: All aged 66 years and over,0
E09000028,Southwark,-8,Does not apply,4,Single family household: Married or civil partnership couple: No children,0
E09000028,Southwark,-8,Does not apply,5,Single family household: Married or civil partnership couple: Dependent children,0
E09000028,Southwark,-8,Does not apply,6,Single family household: Married or civil partnership couple: All children non-dependent,0
E09000028,Southwark,-8,Does not apply,7,Single family household: Cohabiting couple family: No children,0
E09000028,Southwark,-8,Does not apply,8,Single family household: Cohabiting couple family: With dependent children,0
E09000028,Southwark,-8,Does not apply,9,Single family household: Cohabiting couple family: All children non-dependent,0
E09000028,Southwark,-8,Does not apply,10,Single family household: Lone parent family: With dependent children,0
E09000028,Southwark,-8,Does not apply,11,Single family household: Lone parent family: All children non-dependent,0
E09000028,Southwark,-8,Does not apply,12,Other household types: Other related household: Other family composition,0
E09000028,Southwark,-8,Does not apply,13,Other household types: With dependent children,0
E09000028,Southwark,-8,Does not apply,14,"Other household types: Other, including all full-time students and all aged 66 years and over",0
E09000028,Southwark,0,Owned: Owns outright,-8,Does not apply,0
E09000028,Southwark,0,Owned: Owns outright,1,One-person household: Aged 66 years and over,2458
E09000028,Southwark,0,Owned: Owns outright,2,One-person household: Other,3175
E09000028,Southwark,0,Owned: Owns outright,3,Single family household: All aged 66 years and over,1311
E09000028,Southwark,0,Owned: Owns outright,4,Single family household: Married or civil partnership couple: No children,1481
E09000028,Southwark,0,Owned: Owns outright,5,Single family household: Married or civil partnership couple: Dependent children,965
E09000028,Southwark,0,Owned: Owns outright,6,Single family household: Married or civil partnership couple: All children non-dependent,777
E09000028,Southwark,0,Owned: Owns outright,7,Single family household: Cohabiting couple family: No children,828
E09000028,Southwark,0,Owned: Owns outright,8,Single family household: Cohabiting couple family: With dependent children,195
E09000028,Southwark,0,Owned: Owns outright,9,Single family household: Cohabiting couple family: All children non-dependent,67
E09000028,Southwark,0,Owned: Owns outright,10,Single family household: Lone parent family: With dependent children,250
E09000028,Southwark,0,Owned: Owns outright,11,Single family household: Lone parent family: All children non-dependent,763
E09000028,Southwark,0,Owned: Owns outright,12,Other household types: Other related household: Other family composition,280
E09000028,Southwark,0,Owned: Owns outright,13,Other household types: With dependent children,277
E09000028,Southwark,0,Owned: Owns outright,14,"Other household types: Other, including all full-time students and all aged 66 years and over",1057
E09000028,Southwark,1,Owned: Owns with a mortgage or loan or shared ownership,-8,Does not apply,0
E09000028,Southwark,1,Owned: Owns with a mortgage or loan or shared ownership,1,One-person household: Aged 66 years and over,361
E09000028,Southwark,1,Owned: Owns with a mortgage or loan or shared ownership,2,One-person household: Other,7793
E09000028,Southwark,1,Owned: Owns with a mortgage or loan or shared ownership,3,Single family household: All aged 66 years and over,131
E09000028,Southwark,1,Owned: Owns with a mortgage or loan or shared ownership,4,Single family household: Married or civil partnership couple: No children,2964
E09000028,Southwark,1,Owned: Owns with a mortgage or loan or shared ownership,5,Single family household: Married or civil partnership couple: Dependent children,5497
E09000028,Southwark,1,Owned: Owns with a mortgage or loan or shared ownership,6,Single family household: Married or civil partnership couple: All children non-dependent,650
E09000028,Southwark,1,Owned: Owns with a mortgage or loan or shared ownership,7,Single family household: Cohabiting couple family: No children,3993
E09000028,Southwark,1,Owned: Owns with a mortgage or loan or shared ownership,8,Single family household: Cohabiting couple family: With dependent children,1211
E09000028,Southwark,1,Owned: Owns with a mortgage or loan or shared ownership,9,Single family household: Cohabiting couple family: All children non-dependent,100
E09000028,Southwark,1,Owned: Owns with a mortgage or loan or shared ownership,10,Single family household: Lone parent family: With dependent children,758
E09000028,Southwark,1,Owned: Owns with a mortgage or loan or shared ownership,11,Single family household: Lone parent family: All children non-dependent,649
E09000028,Southwark,1,Owned: Owns with a mortgage or loan or shared ownership,12,Other household types: Other related household: Other family composition,417
E09000028,Southwark,1,Owned: Owns with a mortgage or loan or shared ownership,13,Other household types: With dependent children,557
E09000028,Southwark,1,Owned: Owns with a mortgage or loan or shared ownership,14,"Other household types: Other, including all full-time students and all aged 66 years and over",1972
E09000028,Southwark,2,Rented: Social rented,-8,Does not apply,0
E09000028,Southwark,2,Rented: Social rented,1,One-person household: Aged 66 years and over,6068
E09000028,Southwark,2,Rented: Social rented,2,One-person household: Other,13435
E09000028,Southwark,2,Rented: Social rented,3,Single family household: All aged 66 years and over,971
E09000028,Southwark,2,Rented: Social rented,4,Single family household: Married or civil partnership couple: No children,1515
E09000028,Southwark,2,Rented: Social rented,5,Single family household: Married or civil partnership couple: Dependent children,4220
E09000028,Southwark,2,Rented: Social rented,6,Single family household: Married or civil partnership couple: All children non-dependent,1892
E09000028,Southwark,2,Rented: Social rented,7,Single family household: Cohabiting couple family: No children,1143
E09000028,Southwark,2,Rented: Social rented,8,Single family household: Cohabiting couple family: With dependent children,1561
E09000028,Southwark,2,Rented: Social rented,9,Single family household: Cohabiting couple family: All children non-dependent,450
E09000028,Southwark,2,Rented: Social rented,10,Single family household: Lone parent family: With dependent children,9506
E09000028,Southwark,2,Rented: Social rented,11,Single family household: Lone parent family: All children non-dependent,5816
E09000028,Southwark,2,Rented: Social rented,12,Other household types: Other related household: Other family composition,949
E09000028,Southwark,2,Rented: Social rented,13,Other household types: With dependent children,2521
E09000028,Southwark,2,Rented: Social rented,14,"Other household types: Other, including all full-time students and all aged 66 years and over",1942
E09000028,Southwark,3,Private rented or lives rent free,-8,Does not apply,0
E09000028,Southwark,3,Private rented or lives rent free,1,One-person household: Aged 66 years and over,620
E09000028,Southwark,3,Private rented or lives rent free,2,One-person household: Other,9438
E09000028,Southwark,3,Private rented or lives rent free,3,Single family household: All aged 66 years and over,114
E09000028,Southwark,3,Private rented or lives rent free,4,Single family household: Married or civil partnership couple: No children,2446
E09000028,Southwark,3,Private rented or lives rent free,5,Single family household: Married or civil partnership couple: Dependent children,2195
E09000028,Southwark,3,Private rented or lives rent free,6,Single family household: Married or civil partnership couple: All children non-dependent,274
E09000028,Southwark,3,Private rented or lives rent free,7,Single family household: Cohabiting couple family: No children,6960
E09000028,Southwark,3,Private rented or lives rent free,8,Single family household: Cohabiting couple family: With dependent children,751
E09000028,Southwark,3,Private rented or lives rent free,9,Single family household: Cohabiting couple family: All children non-dependent,44
E09000028,Southwark,3,Private rented or lives rent free,10,Single family household: Lone parent family: With dependent children,1599
E09000028,Southwark,3,Private rented or lives rent free,11,Single family household: Lone parent family: All children non-dependent,509
E09000028,Southwark,3,Private rented or lives rent free,12,Other household types: Other related household: Other family composition,1494
E09000028,Southwark,3,Private rented or lives rent free,13,Other household types: With dependent children,877
E09000028,Southwark,3,Private rented or lives rent free,14,"Other household types: Other, including all full-time students and all aged 66 years and over",10576
E09000029,Sutton,-8,Does not apply,-8,Does not apply,0
E09000029,Sutton,-8,Does not apply,1,One-person household: Aged 66 years and over,0
E09000029,Sutton,-8,Does not apply,2,One-person household: Other,0
E09000029,Sutton,-8,Does not apply,3,Single family household: All aged 66 years and over,0
E09000029,Sutton,-8,Does not apply,4,Single family household: Married or civil partnership couple: No children,0
E09000029,Sutton,-8,Does not apply,5,Single family household: Married or civil partnership couple: Dependent children,0
E09000029,Sutton,-8,Does not apply,6,Single family household: Married or civil partnership couple: All children non-dependent,0
E09000029,Sutton,-8,Does not apply,7,Single family household: Cohabiting couple family: No children,0
E09000029,Sutton,-8,Does not apply,8,Single family household: Cohabiting couple family: With dependent children,0
E09000029,Sutton,-8,Does not apply,9,Single family household: Cohabiting couple family: All children non-dependent,0
E09000029,Sutton,-8,Does not apply,10,Single family household: Lone parent family: With dependent children,0
E09000029,Sutton,-8,Does not apply,11,Single family household: Lone parent family: All children non-dependent,0
E09000029,Sutton,-8,Does not apply,12,Other household types: Other related household: Other family composition,0
E09000029,Sutton,-8,Does not apply,13,Other household types: With dependent children,0
E09000029,Sutton,-8,Does not apply,14,"Other household types: Other, including all full-time students and all aged 66 years and over",0
E09000029,Sutton,0,Owned: Owns outright,-8,Does not apply,0
E09000029,Sutton,0,Owned: Owns outright,1,One-person household: Aged 66 years and over,6473
E09000029,Sutton,0,Owned: Owns outright,2,One-person household: Other,2388
E09000029,Sutton,0,Owned: Owns outright,3,Single family household: All aged 66 years and over,4853
E09000029,Sutton,0,Owned: Owns outright,4,Single family household: Married or civil partnership couple: No children,2523
E09000029,Sutton,0,Owned: Owns outright,5,Single family household: Married or civil partnership couple: Dependent children,1062
E09000029,Sutton,0,Owned: Owns outright,6,Single family household: Married or civil partnership couple: All children non-dependent,2374
E09000029,Sutton,0,Owned: Owns outright,7,Single family household: Cohabiting couple family: No children,474
E09000029,Sutton,0,Owned: Owns outright,8,Single family household: Cohabiting couple family: With dependent children,123
E09000029,Sutton,0,Owned: Owns outright,9,Single family household: Cohabiting couple family: All children non-dependent,141
E09000029,Sutton,0,Owned: Owns outright,10,Single family household: Lone parent family: With dependent children,272
E09000029,Sutton,0,Owned: Owns outright,11,Single family household: Lone parent family: All children non-dependent,1372
E09000029,Sutton,0,Owned: Owns outright,12,Other household types: Other related household: Other family composition,123
E09000029,Sutton,0,Owned: Owns outright,13,Other household types: With dependent children,467
E09000029,Sutton,0,Owned: Owns outright,14,"Other household types: Other, including all full-time students and all aged 66 years and over",753
E09000029,Sutton,1,Owned: Owns with a mortgage or loan or shared ownership,-8,Does not apply,0
E09000029,Sutton,1,Owned: Owns with a mortgage or loan or shared ownership,1,One-person household: Aged 66 years and over,440
E09000029,Sutton,1,Owned: Owns with a mortgage or loan or shared ownership,2,One-person household: Other,4291
E09000029,Sutton,1,Owned: Owns with a mortgage or loan or shared ownership,3,Single family household: All aged 66 years and over,277
E09000029,Sutton,1,Owned: Owns with a mortgage or loan or shared ownership,4,Single family household: Married or civil partnership couple: No children,3178
E09000029,Sutton,1,Owned: Owns with a mortgage or loan or shared ownership,5,Single family household: Married or civil partnership couple: Dependent children,11094
E09000029,Sutton,1,Owned: Owns with a mortgage or loan or shared ownership,6,Single family household: Married or civil partnership couple: All children non-dependent,2318
E09000029,Sutton,1,Owned: Owns with a mortgage or loan or shared ownership,7,Single family household: Cohabiting couple family: No children,2113
E09000029,Sutton,1,Owned: Owns with a mortgage or loan or shared ownership,8,Single family household: Cohabiting couple family: With dependent children,1630
